Text_ID,Sentence_ID,Sentence,Evaluative,Affect,Judgement,Appreciation
Psy5.,S96,We are all a little bit afraid to do it.,1,1,,
Psy5.,S14,"We all, to some extent, suffer from something that psychologists call ""the illusion of transparency"" -- basically, the mistaken belief that our thoughts and our feelings and our needs are really obvious to other people.",1,1,,
Psy5.,S38,"Vague, sort of indirect requests for help actually aren't very helpful to the helper, right?",1,,,1
Psy5.,S50,"This is really important: please avoid disclaimers, apologies and bribes.",1,,,1
Psy5.,S75,This is not true.,1,,,1
Psy5.,S15,"This is not true, but we believe it.",1,,1,1
Psy5.,S17,"This is a really, really bad assumption.",1,,,1
Psy5.,S78,"This happened; I was a university professor for many years, I wrote lots and lots of letters of recommendation for people to get jobs or to go into graduate school.",0,,,
Psy5.,S89,They get to know that they made a difference.,1,,1,
Psy5.,S88,They get pictures.,0,,,
Psy5.,S25,"They get nasty real quick, don't they?",1,,1,
Psy5.,S86,They follow up.,0,,,
Psy8.,S35,You've probably heard people suggest that you should stay focused on the present.,0,,,
Psy8.,S70,You'd never want to play.,1,1,,
Psy8.,S16,"Yes, it's better to make more money rather than less, or to graduate from college instead of dropping out, but the differences in happiness tend to be small.",1,,,1
Psy8.,S17,"Which leaves the question, what are the big causes of happiness?",1,,,1
Psy8.,S28,"What I'd like to do with the rest of my time with you today is talk a little bit about one of the areas that we've been investigating, and that's mind-wandering.",1,1,,
Psy8.,S51,"What are you doing, on a list of 22 different activities including things like eating and working and watching TV?",0,,,
Psy8.,S25,"We've been fortunate with this project to collect quite a lot of data, a lot more data of this kind than I think has ever been collected before, over 650,000 real-time reports from over 15,000 people.",1,1,,1
Psy8.,S6,We're richer.,1,,1,
Psy8.,S78,"We're lucky in this data we have many responses from each person, and so we can look and see, does mind-wandering tend to precede unhappiness, or does unhappiness tend to precede mind-wandering, to get some insight into the causal direction.",1,,1,
Psy8.,S45,"Well, since I'm a scientist, I'd like to try to resolve this debate with some data, and in particular I'd like to present some data to you from three questions that I ask with Track Your Happiness.",1,1,,
Psy8.,S75,"Well, one fact that we can take advantage of, I think a fact you'll all agree is true, is that time goes forward, not backward.",1,,,1
Psy8.,S83,"Well, how often do people's minds wander?",0,,,
Psy8.,S12,"Well, as with many other domains in life, I think the scientific method has the potential to answer this question.",1,,,1
Psy8.,S7,We live longer.,0,,,
Psy8.,S8,We have access to technology that would have seemed like science fiction just a few years ago.,0,,,
Psy8.,S41,"We can't change the physical reality in front of us, but we can go anywhere in our minds.",1,,,1
Psy8.,S84,"Turns out, they wander a lot.",0,,,
Psy8.,S88,"This shows the rate of mind-wandering across 22 activities ranging from a high of 65 percent when people are taking a shower, brushing their teeth, to 50 percent when they're working, to 40 percent when they're exercising, all the way down to this one short bar on the right that I think some of you are probably laughing at.",1,,1,
Psy8.,S30,"This guy is sitting here working on his computer, and yet he could be thinking about the vacation he had last month, wondering what he's going to have for dinner.",0,,,
Psy8.,S57,"This graph shows happiness on the vertical axis, and you can see that bar there representing how happy people are when they're focused on the present, when they're not mind-wandering.",0,,,
Sci7.,S18,"You know, this question has been around for thousands of years, since at least the time of the Greek philosophers.",0,,,
Sci7.,S11,Why does our universe exist?,0,,,
Sci7.,S94,"Why are you bothering?""",1,,1,
Sci7.,S10,Why are we here?,0,,,
Sci7.,S17,Who is out there?,0,,,
Sci7.,S82,"We're not ready, we don't have the right technology yet to study small exoplanets.",1,,1,
Sci7.,S97,"Well, you know, our own Earth has oxygen in the atmosphere to 20 percent by volume.",0,,,
Sci7.,S75,"Well, we don't need to travel at warp speeds to see other planet atmospheres, although I don't want to dissuade any budding engineers from figuring out how to do that.",1,1,1,
Sci7.,S27,"Well, the biologists get furious with me for saying that, because we have absolutely no evidence for life beyond Earth yet.",1,1,1,
Sci7.,S73,"Well, science fiction got some things wrong.",1,,,1
Sci7.,S143,"Well, in the best case, we will find an image of another exo-Earth.",1,,1,
Sci7.,S28,"Well, if we were able to look at our galaxy from the outside and zoom in to where our sun is, we see a real map of the stars.",1,,,1
Sci7.,S108,"Well, I had my own crazy theory.",1,,,1
Sci7.,S110,"Well, I emailed a Nobel Laureate in Physiology or Medicine and he said, ""Sure, come and talk to me.""",0,,,
Sci7.,S93,We'll never be able to study them.,1,,1,
Sci7.,S62,We think the surface is hot enough to melt rock and has liquid lava lakes.,0,,,
Sci7.,S8,"We know, statistically speaking, that every star has at least one planet.",0,,,
Sci7.,S41,"We know their size, and their orbit and things like that.",0,,,
Sci7.,S54,"We know of a dozen planets that orbit two stars, and there's likely many more out there.",1,,,1
Sci7.,S72,We have to be able to assess the greenhouse gases on other planets.,1,,1,
Sci10.,S129,"Your upbringing, your political perspective, your faith -- what shapes your own biases?",0,,,
Sci10.,S56,"Your mood today doesn't necessarily tell me anything about your personality, nor does a cold day tell me anything about climate change, or a hot day, for that matter.",1,,,1
Sci10.,S125,You take inventory of your own biases.,0,,,
Sci10.,S85,You see Hurricane Harvey there?,0,,,
Sci10.,S19,"You never hear that, because gravity is a thing.",1,,,1
Sci10.,S18,"You never hear anyone say, ""Do you believe, if you go to the top of that building and throw a ball off, it's going to fall?""",0,,,
Sci10.,S72,"You just tend to remember the occasional miss, you do.",0,,,
Sci10.,S128,Where do they come from?,0,,,
Sci10.,S117,"When in fact, the perception was that it was not going to be as bad, but it was actually an upgrade.",1,,,1
Sci10.,S113,Whatever you want to call it.,0,,,
Sci10.,S131,"What do you read, what do you listen to, to consume your information on science?",0,,,
Sci10.,S29,"Well, I'll come a little bit closer to home for me, climate change.",0,,,
Sci10.,S22,"Well, consider these facts.",0,,,
Sci10.,S109,"Well we don't even have to go to Houston, we can come very close to home.",0,,,
Sci10.,S55,"Weather is your mood, climate is your personality.",0,,,
Sci10.,S64,"We just recently had Groundhog Day, right?",0,,,
Sci10.,S122,"We increase the radius, we increase the area.",0,,,
Sci10.,S93,We have knowledge.,1,,,1
Sci10.,S68,"We grew up on the Farmer's Almanac, people are familiar with it.",0,,,
Sci10.,S58,Two scholars from Cornell came up with the Dunning-Kruger effect.,0,,,
Tech10.,S25,"You can see it has to be really, really wide in order to have a high enough surface area to process all of the air required, because remember, we're trying to capture just 400 molecules out of a million.",1,,,1
Tech10.,S118,"Yet when I talk to them about my work on carbon capture, I find that they're equally amazed, and that's because combatting climate change by capturing carbon isn't just about saving a polar bear or a glacier.",1,1,,
Tech10.,S2,What does this even mean?,0,,,
Tech10.,S85,"We really need regulation, we need subsidies, taxes on carbon.",1,1,,
Tech10.,S84,"We could have all of the clever thinking and technology in the world, but it's not going to be enough in order for this technology to have a significant impact on climate.",1,,1,1
Tech10.,S26,"Using the liquid-based approach to do this, you take this high surface area packing material, you fill the contactor with the packing material, you use pumps to distribute liquid across the packing material, and you can use fans, as you can see in the front, to bubble the air through the liquid.",0,,,
Tech10.,S99,"Turns out, it's actually significant.",1,,,1
Tech10.,S68,This next image that I'm showing you is a map of the Amazon rainforest.,0,,,
Tech10.,S70,This is the equivalent of roughly 25 percent of our annual emissions in the US.,0,,,
Tech10.,S24,This is called an air contactor.,0,,,
Tech10.,S113,"This approach is so alluring that it can even be risky, as some may cling onto it as some kind of total solution to our climate crisis.",1,,,1
Tech10.,S57,They're based out of Canada.,0,,,
Tech10.,S62,They use solid materials for capture.,0,,,
Tech10.,S58,"They use a liquid-based approach for separation combined with burning super-abundant, cheap natural gas to supply the heat required.",0,,,
Tech10.,S59,They have a clever approach that allows them to co-capture the CO2 from the air and the CO2 that they generate from burning the natural gas.,1,,,1
Tech10.,S65,"They focus on the heat required and the speed in which it moves through the material so that they're able to release and produce that CO2 at a really fast rate, which allows them to have a more compact design and overall cheaper costs.",1,,,1
Tech10.,S80,"These are not large enough to solve our climate crisis, and so what we need to do is we need to actually think about what it could take.",1,1,,1
Tech10.,S53,"There's a company today, a commercial-scale company, that can do this as low as 600 dollars a ton.",1,,1,
Tech10.,S19,There are two basic approaches to growing or building such a forest.,1,,,1
Tech10.,S54,There are several other companies that are developing technologies that can do this even cheaper than that.,1,,1,
Tech21.,S99,You see the local laborers.,0,,,
Tech21.,S100,You see the English engineer giving directions in the background.,0,,,
Tech21.,S11,"You know, we're both looking inside the screens and we're looking out in the world around us.",0,,,
Tech21.,S33,"You know, was there something actually out there?",0,,,
Tech21.,S55,You can you hold them in your hand.,0,,,
Tech21.,S3,You can walk around them.,0,,,
Tech21.,S4,You can smell them.,0,,,
Tech21.,S5,You can get a feel for them.,0,,,
Tech21.,S6,You can experience their sense of place.,0,,,
Tech21.,S32,Who would I meet?,0,,,
Tech21.,S29,Where would it go?,0,,,
Tech21.,S75,"We've only communicated via this telepresence system, which always makes me think of him as the man inside the Internet.",0,,,
Tech21.,S16,We're always sort of small in the face of its expanse.,1,,1,
Tech21.,S106,We let other people worry about it.,1,1,,
Tech21.,S14,We can never seem to grasp it in its totality.,1,,1,
Tech21.,S105,We are less connected to it.,1,1,1,
Tech21.,S30,Was the Internet actually a place that you could visit?,0,,,
Tech21.,S68,"Three years ago, when I started thinking about this, there was one cable down the Western coast of Africa, represented in this map by Steve Song as that thin black line.",0,,,
Tech21.,S66,"This is in Halifax, a cable that stretches from Halifax to Ireland.",0,,,
Tech21.,S59,"They're three or five or eight thousand miles in length, and if the material science and the computational technology is incredibly complicated, the basic physical process is shockingly simple.",1,,,1
